Id,Nome,Email,Telefone,Cidade,Estado,DataCadastro,Status
5681,Cliente 5681,cliente5681@email.com,(11) 95681-9446,São Paulo,SP,2024-03-27,Ativo
5682,Cliente 5682,cliente5682@email.com,(11) 95682-1194,São Paulo,SP,2024-06-23,Ativo
5683,Cliente 5683,cliente5683@email.com,(11) 95683-6650,São Paulo,SP,2024-04-03,Ativo
5684,Cliente 5684,cliente5684@email.com,(11) 95684-5369,São Paulo,SP,2024-10-21,Ativo
5685,Cliente 5685,cliente5685@email.com,(11) 95685-9924,São Paulo,SP,2024-09-04,Ativo
5686,Cliente 5686,cliente5686@email.com,(11) 95686-2925,São Paulo,SP,2024-03-26,Ativo
5687,Cliente 5687,cliente5687@email.com,(11) 95687-6477,São Paulo,SP,2024-05-02,Ativo
5688,Cliente 5688,cliente5688@email.com,(11) 95688-5821,São Paulo,SP,2024-07-09,Ativo
5689,Cliente 5689,cliente5689@email.com,(11) 95689-6488,São Paulo,SP,2024-05-19,Ativo
5690,Cliente 5690,cliente5690@email.com,(11) 95690-4846,São Paulo,SP,2024-03-15,Ativo
5691,Cliente 5691,cliente5691@email.com,(11) 95691-5106,São Paulo,SP,2024-05-14,Ativo
5692,Cliente 5692,cliente5692@email.com,(11) 95692-4064,São Paulo,SP,2024-08-24,Ativo
5693,Cliente 5693,cliente5693@email.com,(11) 95693-1099,São Paulo,SP,2024-09-11,Ativo
5694,Cliente 5694,cliente5694@email.com,(11) 95694-2986,São Paulo,SP,2024-09-22,Ativo
5695,Cliente 5695,cliente5695@email.com,(11) 95695-6185,São Paulo,SP,2024-10-13,Ativo
5696,Cliente 5696,cliente5696@email.com,(11) 95696-4186,São Paulo,SP,2024-05-09,Ativo
5697,Cliente 5697,cliente5697@email.com,(11) 95697-3871,São Paulo,SP,2024-05-08,Ativo
5698,Cliente 5698,cliente5698@email.com,(11) 95698-1955,São Paulo,SP,2024-08-10,Ativo
5699,Cliente 5699,cliente5699@email.com,(11) 95699-5127,São Paulo,SP,2024-07-18,Ativo
5700,Cliente 5700,cliente5700@email.com,(11) 95700-3366,São Paulo,SP,2024-03-18,Ativo
5701,Cliente 5701,cliente5701@email.com,(11) 95701-4756,São Paulo,SP,2024-08-13,Ativo
5702,Cliente 5702,cliente5702@email.com,(11) 95702-8502,São Paulo,SP,2024-08-26,Ativo
5703,Cliente 5703,cliente5703@email.com,(11) 95703-9530,São Paulo,SP,2024-06-11,Ativo
5704,Cliente 5704,cliente5704@email.com,(11) 95704-7049,São Paulo,SP,2024-06-24,Ativo
5705,Cliente 5705,cliente5705@email.com,(11) 95705-6370,São Paulo,SP,2024-03-26,Ativo
5706,Cliente 5706,cliente5706@email.com,(11) 95706-5390,São Paulo,SP,2024-05-12,Ativo
5707,Cliente 5707,cliente5707@email.com,(11) 95707-8748,São Paulo,SP,2024-02-02,Ativo
5708,Cliente 5708,cliente5708@email.com,(11) 95708-8235,São Paulo,SP,2024-10-14,Ativo
5709,Cliente 5709,cliente5709@email.com,(11) 95709-1071,São Paulo,SP,2024-06-06,Ativo
5710,Cliente 5710,cliente5710@email.com,(11) 95710-1109,São Paulo,SP,2024-01-17,Ativo
5711,Cliente 5711,cliente5711@email.com,(11) 95711-2332,São Paulo,SP,2024-11-21,Ativo
5712,Cliente 5712,cliente5712@email.com,(11) 95712-9569,São Paulo,SP,2024-09-17,Ativo
5713,Cliente 5713,cliente5713@email.com,(11) 95713-1850,São Paulo,SP,2024-09-24,Ativo
5714,Cliente 5714,cliente5714@email.com,(11) 95714-8331,São Paulo,SP,2024-08-05,Ativo
5715,Cliente 5715,cliente5715@email.com,(11) 95715-4261,São Paulo,SP,2024-04-07,Ativo
5716,Cliente 5716,cliente5716@email.com,(11) 95716-4781,São Paulo,SP,2024-07-01,Ativo
5717,Cliente 5717,cliente5717@email.com,(11) 95717-8009,São Paulo,SP,2024-02-03,Ativo
5718,Cliente 5718,cliente5718@email.com,(11) 95718-8776,São Paulo,SP,2024-10-02,Ativo
5719,Cliente 5719,cliente5719@email.com,(11) 95719-5619,São Paulo,SP,2024-01-06,Ativo
5720,Cliente 5720,cliente5720@email.com,(11) 95720-3534,São Paulo,SP,2024-06-18,Ativo
5721,Cliente 5721,cliente5721@email.com,(11) 95721-5150,São Paulo,SP,2024-03-10,Ativo
5722,Cliente 5722,cliente5722@email.com,(11) 95722-3836,São Paulo,SP,2024-03-15,Ativo
5723,Cliente 5723,cliente5723@email.com,(11) 95723-8182,São Paulo,SP,2024-08-26,Ativo
5724,Cliente 5724,cliente5724@email.com,(11) 95724-5984,São Paulo,SP,2024-11-13,Ativo
5725,Cliente 5725,cliente5725@email.com,(11) 95725-7845,São Paulo,SP,2024-06-12,Ativo
5726,Cliente 5726,cliente5726@email.com,(11) 95726-5455,São Paulo,SP,2024-11-26,Ativo
5727,Cliente 5727,cliente5727@email.com,(11) 95727-8269,São Paulo,SP,2024-04-23,Ativo
5728,Cliente 5728,cliente5728@email.com,(11) 95728-5889,São Paulo,SP,2024-08-01,Ativo
5729,Cliente 5729,cliente5729@email.com,(11) 95729-9837,São Paulo,SP,2024-09-19,Ativo
5730,Cliente 5730,cliente5730@email.com,(11) 95730-6689,São Paulo,SP,2024-03-11,Ativo
5731,Cliente 5731,cliente5731@email.com,(11) 95731-1622,São Paulo,SP,2024-07-09,Ativo
5732,Cliente 5732,cliente5732@email.com,(11) 95732-3958,São Paulo,SP,2024-05-19,Ativo
5733,Cliente 5733,cliente5733@email.com,(11) 95733-1686,São Paulo,SP,2024-04-03,Ativo
5734,Cliente 5734,cliente5734@email.com,(11) 95734-5548,São Paulo,SP,2024-09-03,Ativo
5735,Cliente 5735,cliente5735@email.com,(11) 95735-4841,São Paulo,SP,2024-05-09,Ativo
5736,Cliente 5736,cliente5736@email.com,(11) 95736-9074,São Paulo,SP,2024-04-17,Ativo
5737,Cliente 5737,cliente5737@email.com,(11) 95737-3450,São Paulo,SP,2024-06-12,Ativo
5738,Cliente 5738,cliente5738@email.com,(11) 95738-1015,São Paulo,SP,2024-11-18,Ativo
5739,Cliente 5739,cliente5739@email.com,(11) 95739-4160,São Paulo,SP,2024-05-10,Ativo
5740,Cliente 5740,cliente5740@email.com,(11) 95740-1487,São Paulo,SP,2024-03-13,Ativo
5741,Cliente 5741,cliente5741@email.com,(11) 95741-6364,São Paulo,SP,2024-07-19,Ativo
5742,Cliente 5742,cliente5742@email.com,(11) 95742-8470,São Paulo,SP,2024-08-26,Ativo
5743,Cliente 5743,cliente5743@email.com,(11) 95743-5768,São Paulo,SP,2024-10-23,Ativo
5744,Cliente 5744,cliente5744@email.com,(11) 95744-6027,São Paulo,SP,2024-04-07,Ativo
5745,Cliente 5745,cliente5745@email.com,(11) 95745-8405,São Paulo,SP,2024-11-13,Ativo
5746,Cliente 5746,cliente5746@email.com,(11) 95746-7870,São Paulo,SP,2024-05-24,Ativo
5747,Cliente 5747,cliente5747@email.com,(11) 95747-8577,São Paulo,SP,2024-04-15,Ativo
5748,Cliente 5748,cliente5748@email.com,(11) 95748-8525,São Paulo,SP,2024-02-21,Ativo
5749,Cliente 5749,cliente5749@email.com,(11) 95749-4486,São Paulo,SP,2024-11-03,Ativo
5750,Cliente 5750,cliente5750@email.com,(11) 95750-9243,São Paulo,SP,2024-07-04,Ativo
5751,Cliente 5751,cliente5751@email.com,(11) 95751-5628,São Paulo,SP,2024-05-18,Ativo
5752,Cliente 5752,cliente5752@email.com,(11) 95752-4904,São Paulo,SP,2024-06-06,Ativo
5753,Cliente 5753,cliente5753@email.com,(11) 95753-1772,São Paulo,SP,2024-02-26,Ativo
5754,Cliente 5754,cliente5754@email.com,(11) 95754-6699,São Paulo,SP,2024-04-13,Ativo
5755,Cliente 5755,cliente5755@email.com,(11) 95755-8680,São Paulo,SP,2024-05-07,Ativo
5756,Cliente 5756,cliente5756@email.com,(11) 95756-3506,São Paulo,SP,2024-11-23,Ativo
5757,Cliente 5757,cliente5757@email.com,(11) 95757-7492,São Paulo,SP,2024-06-21,Ativo
5758,Cliente 5758,cliente5758@email.com,(11) 95758-8984,São Paulo,SP,2024-02-16,Ativo
5759,Cliente 5759,cliente5759@email.com,(11) 95759-3355,São Paulo,SP,2024-09-18,Ativo
5760,Cliente 5760,cliente5760@email.com,(11) 95760-1165,São Paulo,SP,2024-05-21,Ativo
5761,Cliente 5761,cliente5761@email.com,(11) 95761-3575,São Paulo,SP,2024-10-11,Ativo
5762,Cliente 5762,cliente5762@email.com,(11) 95762-2273,São Paulo,SP,2024-09-17,Ativo
5763,Cliente 5763,cliente5763@email.com,(11) 95763-6060,São Paulo,SP,2024-05-03,Ativo
5764,Cliente 5764,cliente5764@email.com,(11) 95764-8977,São Paulo,SP,2024-04-11,Ativo
5765,Cliente 5765,cliente5765@email.com,(11) 95765-6967,São Paulo,SP,2024-01-09,Ativo
5766,Cliente 5766,cliente5766@email.com,(11) 95766-6131,São Paulo,SP,2024-11-05,Ativo
5767,Cliente 5767,cliente5767@email.com,(11) 95767-7030,São Paulo,SP,2024-08-03,Ativo
5768,Cliente 5768,cliente5768@email.com,(11) 95768-6230,São Paulo,SP,2024-10-22,Ativo
5769,Cliente 5769,cliente5769@email.com,(11) 95769-3692,São Paulo,SP,2024-03-09,Ativo
5770,Cliente 5770,cliente5770@email.com,(11) 95770-7169,São Paulo,SP,2024-02-24,Ativo
5771,Cliente 5771,cliente5771@email.com,(11) 95771-2401,São Paulo,SP,2024-03-20,Ativo
5772,Cliente 5772,cliente5772@email.com,(11) 95772-6741,São Paulo,SP,2024-03-07,Ativo
5773,Cliente 5773,cliente5773@email.com,(11) 95773-9892,São Paulo,SP,2024-09-15,Ativo
5774,Cliente 5774,cliente5774@email.com,(11) 95774-9473,São Paulo,SP,2024-06-24,Ativo
5775,Cliente 5775,cliente5775@email.com,(11) 95775-6453,São Paulo,SP,2024-10-10,Ativo
5776,Cliente 5776,cliente5776@email.com,(11) 95776-5632,São Paulo,SP,2024-11-07,Ativo
5777,Cliente 5777,cliente5777@email.com,(11) 95777-9833,São Paulo,SP,2024-09-27,Ativo
5778,Cliente 5778,cliente5778@email.com,(11) 95778-2057,São Paulo,SP,2024-05-21,Ativo
5779,Cliente 5779,cliente5779@email.com,(11) 95779-6955,São Paulo,SP,2024-08-18,Ativo
5780,Cliente 5780,cliente5780@email.com,(11) 95780-4466,São Paulo,SP,2024-09-03,Ativo
5781,Cliente 5781,cliente5781@email.com,(11) 95781-2814,São Paulo,SP,2024-04-10,Ativo
5782,Cliente 5782,cliente5782@email.com,(11) 95782-2653,São Paulo,SP,2024-06-18,Ativo
5783,Cliente 5783,cliente5783@email.com,(11) 95783-7504,São Paulo,SP,2024-09-12,Ativo
5784,Cliente 5784,cliente5784@email.com,(11) 95784-9225,São Paulo,SP,2024-04-03,Ativo
5785,Cliente 5785,cliente5785@email.com,(11) 95785-1625,São Paulo,SP,2024-03-15,Ativo
5786,Cliente 5786,cliente5786@email.com,(11) 95786-8795,São Paulo,SP,2024-04-27,Ativo
5787,Cliente 5787,cliente5787@email.com,(11) 95787-2186,São Paulo,SP,2024-07-08,Ativo
5788,Cliente 5788,cliente5788@email.com,(11) 95788-7227,São Paulo,SP,2024-11-11,Ativo
5789,Cliente 5789,cliente5789@email.com,(11) 95789-8703,São Paulo,SP,2024-06-26,Ativo
5790,Cliente 5790,cliente5790@email.com,(11) 95790-4765,São Paulo,SP,2024-10-01,Ativo
5791,Cliente 5791,cliente5791@email.com,(11) 95791-6732,São Paulo,SP,2024-08-18,Ativo
5792,Cliente 5792,cliente5792@email.com,(11) 95792-4537,São Paulo,SP,2024-01-14,Ativo
5793,Cliente 5793,cliente5793@email.com,(11) 95793-4285,São Paulo,SP,2024-06-25,Ativo
5794,Cliente 5794,cliente5794@email.com,(11) 95794-4043,São Paulo,SP,2024-08-05,Ativo
5795,Cliente 5795,cliente5795@email.com,(11) 95795-7226,São Paulo,SP,2024-11-21,Ativo
5796,Cliente 5796,cliente5796@email.com,(11) 95796-3809,São Paulo,SP,2024-07-18,Ativo
5797,Cliente 5797,cliente5797@email.com,(11) 95797-2345,São Paulo,SP,2024-01-04,Ativo
5798,Cliente 5798,cliente5798@email.com,(11) 95798-4236,São Paulo,SP,2024-02-09,Ativo
5799,Cliente 5799,cliente5799@email.com,(11) 95799-5952,São Paulo,SP,2024-05-08,Ativo
5800,Cliente 5800,cliente5800@email.com,(11) 95800-1059,São Paulo,SP,2024-06-11,Ativo
5801,Cliente 5801,cliente5801@email.com,(11) 95801-7202,São Paulo,SP,2024-05-06,Ativo
5802,Cliente 5802,cliente5802@email.com,(11) 95802-7022,São Paulo,SP,2024-03-24,Ativo
5803,Cliente 5803,cliente5803@email.com,(11) 95803-2692,São Paulo,SP,2024-09-07,Ativo
5804,Cliente 5804,cliente5804@email.com,(11) 95804-4394,São Paulo,SP,2024-10-15,Ativo
5805,Cliente 5805,cliente5805@email.com,(11) 95805-5258,São Paulo,SP,2024-06-25,Ativo
5806,Cliente 5806,cliente5806@email.com,(11) 95806-3995,São Paulo,SP,2024-03-06,Ativo
5807,Cliente 5807,cliente5807@email.com,(11) 95807-1101,São Paulo,SP,2024-01-05,Ativo
5808,Cliente 5808,cliente5808@email.com,(11) 95808-9505,São Paulo,SP,2024-01-18,Ativo
5809,Cliente 5809,cliente5809@email.com,(11) 95809-9767,São Paulo,SP,2024-11-08,Ativo
5810,Cliente 5810,cliente5810@email.com,(11) 95810-5339,São Paulo,SP,2024-09-12,Ativo
5811,Cliente 5811,cliente5811@email.com,(11) 95811-8941,São Paulo,SP,2024-02-15,Ativo
5812,Cliente 5812,cliente5812@email.com,(11) 95812-2713,São Paulo,SP,2024-06-16,Ativo
5813,Cliente 5813,cliente5813@email.com,(11) 95813-5438,São Paulo,SP,2024-01-06,Ativo
5814,Cliente 5814,cliente5814@email.com,(11) 95814-3769,São Paulo,SP,2024-04-10,Ativo
5815,Cliente 5815,cliente5815@email.com,(11) 95815-9783,São Paulo,SP,2024-06-02,Ativo
5816,Cliente 5816,cliente5816@email.com,(11) 95816-5774,São Paulo,SP,2024-08-02,Ativo
5817,Cliente 5817,cliente5817@email.com,(11) 95817-5865,São Paulo,SP,2024-03-11,Ativo
5818,Cliente 5818,cliente5818@email.com,(11) 95818-8188,São Paulo,SP,2024-09-17,Ativo
5819,Cliente 5819,cliente5819@email.com,(11) 95819-3451,São Paulo,SP,2024-03-22,Ativo
5820,Cliente 5820,cliente5820@email.com,(11) 95820-5029,São Paulo,SP,2024-08-14,Ativo
5821,Cliente 5821,cliente5821@email.com,(11) 95821-2609,São Paulo,SP,2024-03-03,Ativo
5822,Cliente 5822,cliente5822@email.com,(11) 95822-3331,São Paulo,SP,2024-08-18,Ativo
5823,Cliente 5823,cliente5823@email.com,(11) 95823-5760,São Paulo,SP,2024-02-12,Ativo
5824,Cliente 5824,cliente5824@email.com,(11) 95824-2302,São Paulo,SP,2024-04-03,Ativo
5825,Cliente 5825,cliente5825@email.com,(11) 95825-6672,São Paulo,SP,2024-08-12,Ativo
5826,Cliente 5826,cliente5826@email.com,(11) 95826-7939,São Paulo,SP,2024-10-09,Ativo
5827,Cliente 5827,cliente5827@email.com,(11) 95827-6437,São Paulo,SP,2024-06-20,Ativo
5828,Cliente 5828,cliente5828@email.com,(11) 95828-3700,São Paulo,SP,2024-08-25,Ativo
5829,Cliente 5829,cliente5829@email.com,(11) 95829-3789,São Paulo,SP,2024-08-06,Ativo
5830,Cliente 5830,cliente5830@email.com,(11) 95830-3411,São Paulo,SP,2024-06-24,Ativo
5831,Cliente 5831,cliente5831@email.com,(11) 95831-6540,São Paulo,SP,2024-10-24,Ativo
5832,Cliente 5832,cliente5832@email.com,(11) 95832-8613,São Paulo,SP,2024-09-03,Ativo
5833,Cliente 5833,cliente5833@email.com,(11) 95833-6132,São Paulo,SP,2024-07-08,Ativo
5834,Cliente 5834,cliente5834@email.com,(11) 95834-6832,São Paulo,SP,2024-04-24,Ativo
5835,Cliente 5835,cliente5835@email.com,(11) 95835-4426,São Paulo,SP,2024-10-21,Ativo
5836,Cliente 5836,cliente5836@email.com,(11) 95836-7628,São Paulo,SP,2024-05-20,Ativo
5837,Cliente 5837,cliente5837@email.com,(11) 95837-7637,São Paulo,SP,2024-02-25,Ativo
5838,Cliente 5838,cliente5838@email.com,(11) 95838-9210,São Paulo,SP,2024-05-09,Ativo
5839,Cliente 5839,cliente5839@email.com,(11) 95839-7320,São Paulo,SP,2024-02-20,Ativo
5840,Cliente 5840,cliente5840@email.com,(11) 95840-3923,São Paulo,SP,2024-08-19,Ativo
5841,Cliente 5841,cliente5841@email.com,(11) 95841-3737,São Paulo,SP,2024-03-24,Ativo
5842,Cliente 5842,cliente5842@email.com,(11) 95842-6662,São Paulo,SP,2024-11-06,Ativo
5843,Cliente 5843,cliente5843@email.com,(11) 95843-2818,São Paulo,SP,2024-09-24,Ativo
5844,Cliente 5844,cliente5844@email.com,(11) 95844-2746,São Paulo,SP,2024-04-01,Ativo
5845,Cliente 5845,cliente5845@email.com,(11) 95845-2759,São Paulo,SP,2024-04-16,Ativo
5846,Cliente 5846,cliente5846@email.com,(11) 95846-4407,São Paulo,SP,2024-02-13,Ativo
5847,Cliente 5847,cliente5847@email.com,(11) 95847-6490,São Paulo,SP,2024-02-25,Ativo
5848,Cliente 5848,cliente5848@email.com,(11) 95848-7532,São Paulo,SP,2024-02-25,Ativo
5849,Cliente 5849,cliente5849@email.com,(11) 95849-7244,São Paulo,SP,2024-05-06,Ativo
5850,Cliente 5850,cliente5850@email.com,(11) 95850-6657,São Paulo,SP,2024-08-21,Ativo
5851,Cliente 5851,cliente5851@email.com,(11) 95851-4157,São Paulo,SP,2024-10-21,Ativo
5852,Cliente 5852,cliente5852@email.com,(11) 95852-3237,São Paulo,SP,2024-04-08,Ativo
5853,Cliente 5853,cliente5853@email.com,(11) 95853-5406,São Paulo,SP,2024-05-13,Ativo
5854,Cliente 5854,cliente5854@email.com,(11) 95854-1382,São Paulo,SP,2024-01-07,Ativo
5855,Cliente 5855,cliente5855@email.com,(11) 95855-4831,São Paulo,SP,2024-10-09,Ativo
5856,Cliente 5856,cliente5856@email.com,(11) 95856-6914,São Paulo,SP,2024-09-21,Ativo
5857,Cliente 5857,cliente5857@email.com,(11) 95857-2478,São Paulo,SP,2024-08-23,Ativo
5858,Cliente 5858,cliente5858@email.com,(11) 95858-1787,São Paulo,SP,2024-11-04,Ativo
5859,Cliente 5859,cliente5859@email.com,(11) 95859-2667,São Paulo,SP,2024-09-01,Ativo
5860,Cliente 5860,cliente5860@email.com,(11) 95860-5320,São Paulo,SP,2024-10-22,Ativo
5861,Cliente 5861,cliente5861@email.com,(11) 95861-7324,São Paulo,SP,2024-06-12,Ativo
5862,Cliente 5862,cliente5862@email.com,(11) 95862-1798,São Paulo,SP,2024-04-27,Ativo
5863,Cliente 5863,cliente5863@email.com,(11) 95863-9233,São Paulo,SP,2024-06-19,Ativo
5864,Cliente 5864,cliente5864@email.com,(11) 95864-9826,São Paulo,SP,2024-07-01,Ativo
5865,Cliente 5865,cliente5865@email.com,(11) 95865-9251,São Paulo,SP,2024-08-19,Ativo
5866,Cliente 5866,cliente5866@email.com,(11) 95866-9239,São Paulo,SP,2024-11-10,Ativo
5867,Cliente 5867,cliente5867@email.com,(11) 95867-9713,São Paulo,SP,2024-01-19,Ativo
5868,Cliente 5868,cliente5868@email.com,(11) 95868-8786,São Paulo,SP,2024-10-22,Ativo
5869,Cliente 5869,cliente5869@email.com,(11) 95869-9372,São Paulo,SP,2024-08-09,Ativo
5870,Cliente 5870,cliente5870@email.com,(11) 95870-8325,São Paulo,SP,2024-07-04,Ativo
5871,Cliente 5871,cliente5871@email.com,(11) 95871-3172,São Paulo,SP,2024-11-03,Ativo
5872,Cliente 5872,cliente5872@email.com,(11) 95872-4877,São Paulo,SP,2024-11-17,Ativo
5873,Cliente 5873,cliente5873@email.com,(11) 95873-7056,São Paulo,SP,2024-04-10,Ativo
5874,Cliente 5874,cliente5874@email.com,(11) 95874-8758,São Paulo,SP,2024-09-10,Ativo
5875,Cliente 5875,cliente5875@email.com,(11) 95875-3583,São Paulo,SP,2024-01-16,Ativo
5876,Cliente 5876,cliente5876@email.com,(11) 95876-1212,São Paulo,SP,2024-09-11,Ativo
5877,Cliente 5877,cliente5877@email.com,(11) 95877-5040,São Paulo,SP,2024-05-20,Ativo
5878,Cliente 5878,cliente5878@email.com,(11) 95878-2733,São Paulo,SP,2024-03-03,Ativo
5879,Cliente 5879,cliente5879@email.com,(11) 95879-2578,São Paulo,SP,2024-01-27,Ativo
5880,Cliente 5880,cliente5880@email.com,(11) 95880-5547,São Paulo,SP,2024-03-01,Ativo
5881,Cliente 5881,cliente5881@email.com,(11) 95881-2491,São Paulo,SP,2024-09-27,Ativo
5882,Cliente 5882,cliente5882@email.com,(11) 95882-6251,São Paulo,SP,2024-02-26,Ativo
5883,Cliente 5883,cliente5883@email.com,(11) 95883-5714,São Paulo,SP,2024-11-14,Ativo
5884,Cliente 5884,cliente5884@email.com,(11) 95884-3296,São Paulo,SP,2024-01-18,Ativo
5885,Cliente 5885,cliente5885@email.com,(11) 95885-3316,São Paulo,SP,2024-01-11,Ativo
5886,Cliente 5886,cliente5886@email.com,(11) 95886-2091,São Paulo,SP,2024-02-04,Ativo
5887,Cliente 5887,cliente5887@email.com,(11) 95887-5077,São Paulo,SP,2024-07-12,Ativo
5888,Cliente 5888,cliente5888@email.com,(11) 95888-3346,São Paulo,SP,2024-10-18,Ativo
5889,Cliente 5889,cliente5889@email.com,(11) 95889-5557,São Paulo,SP,2024-07-14,Ativo
5890,Cliente 5890,cliente5890@email.com,(11) 95890-7538,São Paulo,SP,2024-07-07,Ativo
5891,Cliente 5891,cliente5891@email.com,(11) 95891-6366,São Paulo,SP,2024-07-04,Ativo
5892,Cliente 5892,cliente5892@email.com,(11) 95892-2026,São Paulo,SP,2024-08-01,Ativo
5893,Cliente 5893,cliente5893@email.com,(11) 95893-8608,São Paulo,SP,2024-02-10,Ativo
5894,Cliente 5894,cliente5894@email.com,(11) 95894-6887,São Paulo,SP,2024-07-02,Ativo
5895,Cliente 5895,cliente5895@email.com,(11) 95895-1608,São Paulo,SP,2024-06-12,Ativo
5896,Cliente 5896,cliente5896@email.com,(11) 95896-9397,São Paulo,SP,2024-11-15,Ativo
5897,Cliente 5897,cliente5897@email.com,(11) 95897-7831,São Paulo,SP,2024-05-09,Ativo
5898,Cliente 5898,cliente5898@email.com,(11) 95898-8164,São Paulo,SP,2024-09-02,Ativo
5899,Cliente 5899,cliente5899@email.com,(11) 95899-2561,São Paulo,SP,2024-03-22,Ativo
5900,Cliente 5900,cliente5900@email.com,(11) 95900-6876,São Paulo,SP,2024-02-15,Ativo
5901,Cliente 5901,cliente5901@email.com,(11) 95901-4962,São Paulo,SP,2024-06-08,Ativo
5902,Cliente 5902,cliente5902@email.com,(11) 95902-1344,São Paulo,SP,2024-02-14,Ativo
5903,Cliente 5903,cliente5903@email.com,(11) 95903-8613,São Paulo,SP,2024-10-15,Ativo
5904,Cliente 5904,cliente5904@email.com,(11) 95904-9314,São Paulo,SP,2024-01-08,Ativo
5905,Cliente 5905,cliente5905@email.com,(11) 95905-3331,São Paulo,SP,2024-07-12,Ativo
5906,Cliente 5906,cliente5906@email.com,(11) 95906-7962,São Paulo,SP,2024-09-16,Ativo
5907,Cliente 5907,cliente5907@email.com,(11) 95907-2478,São Paulo,SP,2024-04-02,Ativo
5908,Cliente 5908,cliente5908@email.com,(11) 95908-7685,São Paulo,SP,2024-02-20,Ativo
5909,Cliente 5909,cliente5909@email.com,(11) 95909-5672,São Paulo,SP,2024-02-24,Ativo
5910,Cliente 5910,cliente5910@email.com,(11) 95910-8476,São Paulo,SP,2024-10-09,Ativo
5911,Cliente 5911,cliente5911@email.com,(11) 95911-8797,São Paulo,SP,2024-06-19,Ativo
5912,Cliente 5912,cliente5912@email.com,(11) 95912-6024,São Paulo,SP,2024-10-05,Ativo
5913,Cliente 5913,cliente5913@email.com,(11) 95913-5127,São Paulo,SP,2024-10-04,Ativo
5914,Cliente 5914,cliente5914@email.com,(11) 95914-1815,São Paulo,SP,2024-04-10,Ativo
5915,Cliente 5915,cliente5915@email.com,(11) 95915-1282,São Paulo,SP,2024-10-26,Ativo
5916,Cliente 5916,cliente5916@email.com,(11) 95916-4050,São Paulo,SP,2024-10-04,Ativo
5917,Cliente 5917,cliente5917@email.com,(11) 95917-4676,São Paulo,SP,2024-09-16,Ativo
5918,Cliente 5918,cliente5918@email.com,(11) 95918-4105,São Paulo,SP,2024-02-15,Ativo
5919,Cliente 5919,cliente5919@email.com,(11) 95919-8913,São Paulo,SP,2024-07-27,Ativo
5920,Cliente 5920,cliente5920@email.com,(11) 95920-3623,São Paulo,SP,2024-08-04,Ativo
5921,Cliente 5921,cliente5921@email.com,(11) 95921-4205,São Paulo,SP,2024-09-02,Ativo
5922,Cliente 5922,cliente5922@email.com,(11) 95922-3996,São Paulo,SP,2024-07-03,Ativo
5923,Cliente 5923,cliente5923@email.com,(11) 95923-3324,São Paulo,SP,2024-08-23,Ativo
5924,Cliente 5924,cliente5924@email.com,(11) 95924-3058,São Paulo,SP,2024-03-01,Ativo
5925,Cliente 5925,cliente5925@email.com,(11) 95925-8650,São Paulo,SP,2024-09-25,Ativo
5926,Cliente 5926,cliente5926@email.com,(11) 95926-5514,São Paulo,SP,2024-08-25,Ativo
5927,Cliente 5927,cliente5927@email.com,(11) 95927-6626,São Paulo,SP,2024-05-08,Ativo
5928,Cliente 5928,cliente5928@email.com,(11) 95928-3724,São Paulo,SP,2024-10-07,Ativo
5929,Cliente 5929,cliente5929@email.com,(11) 95929-4310,São Paulo,SP,2024-07-12,Ativo
5930,Cliente 5930,cliente5930@email.com,(11) 95930-2325,São Paulo,SP,2024-04-24,Ativo
5931,Cliente 5931,cliente5931@email.com,(11) 95931-1101,São Paulo,SP,2024-08-04,Ativo
5932,Cliente 5932,cliente5932@email.com,(11) 95932-3084,São Paulo,SP,2024-05-01,Ativo
5933,Cliente 5933,cliente5933@email.com,(11) 95933-7818,São Paulo,SP,2024-05-03,Ativo
5934,Cliente 5934,cliente5934@email.com,(11) 95934-8341,São Paulo,SP,2024-08-16,Ativo
5935,Cliente 5935,cliente5935@email.com,(11) 95935-6103,São Paulo,SP,2024-05-11,Ativo
5936,Cliente 5936,cliente5936@email.com,(11) 95936-5159,São Paulo,SP,2024-03-11,Ativo
5937,Cliente 5937,cliente5937@email.com,(11) 95937-3590,São Paulo,SP,2024-10-22,Ativo
5938,Cliente 5938,cliente5938@email.com,(11) 95938-4322,São Paulo,SP,2024-04-13,Ativo
5939,Cliente 5939,cliente5939@email.com,(11) 95939-6356,São Paulo,SP,2024-08-22,Ativo
5940,Cliente 5940,cliente5940@email.com,(11) 95940-2547,São Paulo,SP,2024-02-03,Ativo
5941,Cliente 5941,cliente5941@email.com,(11) 95941-2533,São Paulo,SP,2024-09-01,Ativo
5942,Cliente 5942,cliente5942@email.com,(11) 95942-9288,São Paulo,SP,2024-01-19,Ativo
5943,Cliente 5943,cliente5943@email.com,(11) 95943-4872,São Paulo,SP,2024-09-13,Ativo
5944,Cliente 5944,cliente5944@email.com,(11) 95944-7489,São Paulo,SP,2024-01-06,Ativo
5945,Cliente 5945,cliente5945@email.com,(11) 95945-2163,São Paulo,SP,2024-09-04,Ativo
5946,Cliente 5946,cliente5946@email.com,(11) 95946-9788,São Paulo,SP,2024-04-12,Ativo
5947,Cliente 5947,cliente5947@email.com,(11) 95947-4880,São Paulo,SP,2024-10-19,Ativo
5948,Cliente 5948,cliente5948@email.com,(11) 95948-9918,São Paulo,SP,2024-02-24,Ativo
